SCHOOL_YEAR,DISTRICT_NUMBER,FSA_SKILL_CODE,GRADE,PERCENT_UNKNOWN,PERCENT_BELOW,PERCENT_MEETING,PERCENT_EXCEEDING,PERCENT_MEET_OR_EXCEED,SCORE_TYPE,SCORE,PARTICIPATION_RATE
2007/2008,Prov,N,4,10,22,59,9,68,IRT,480.2801,90
2008/2009,Prov,N,4,17,19,56,8,64,IRT,482.6256,83
2009/2010,Prov,N,4,17,21,54,7,61,IRT,478.2086,83
2010/2011,Prov,N,4,16,20,56,9,65,IRT,484.83,84
2011/2012,Prov,N,4,16,18,58,8,66,IRT,486.1307,84
2012/2013,Prov,N,4,15,20,57,8,65,IRT,483.7993,85
2013/2014,Prov,N,4,16,19,57,8,65,IRT,484.0083,84
2014/2015,Prov,N,4,20,19,54,6,60,IRT,478.3821,80
2007/2008,005,N,4,14,27,56,3,59,IRT,457.5983,86
2008/2009,005,N,4,13,18,63,5,69,IRT,478.4783,87
2009/2010,005,N,4,17,20,56,7,63,IRT,475.2613,83
2010/2011,005,N,4,19,15,60,7,66,IRT,492.0689,81
2011/2012,005,N,4,3,15,67,14,81,IRT,507.1746,97
2012/2013,005,N,4,12,22,60,5,65,IRT,464.8612,88
2013/2014,005,N,4,9,24,61,7,67,IRT,475.6171,91
2014/2015,005,N,4,21,19,57,3,60,IRT,465.5686,79
2007/2008,006,N,4,6,30,60,4,64,IRT,451.8889,94
2008/2009,006,N,4,10,24,58,8,66,IRT,471.7837,90
2009/2010,006,N,4,8,21,66,5,71,IRT,477.6714,92
2010/2011,006,N,4,6,22,64,8,72,IRT,474.4848,94
2011/2012,006,N,4,11,21,61,7,68,IRT,477.29,89
2012/2013,006,N,4,4,21,65,9,74,IRT,492.3959,96
2013/2014,006,N,4,4,22,69,5,74,IRT,473.9295,96
2014/2015,006,N,4,2,24,70,3,73,IRT,466.3556,98
2007/2008,008,N,4,16,19,56,9,65,IRT,485.0646,84
2008/2009,008,N,4,28,16,47,9,56,IRT,482.8571,72
2009/2010,008,N,4,21,18,51,10,62,IRT,492.4929,79
2010/2011,008,N,4,24,16,50,11,60,IRT,492.0574,76
2011/2012,008,N,4,35,15,45,5,50,IRT,477.0283,65
2012/2013,008,N,4,20,22,49,10,59,IRT,475.1679,80
2013/2014,008,N,4,22,17,53,9,61,IRT,488.4014,78
2014/2015,008,N,4,24,23,48,6,53,IRT,466.7112,76
2007/2008,010,N,4,11,19,66,4,70,IRT,453.9524,89
2008/2009,010,N,4,6,14,69,10,80,IRT,495.0217,94
2009/2010,010,N,4,5,24,70,0,70,IRT,463.9429,95
2010/2011,010,N,4,8,24,59,8,68,IRT,485.7059,92
2011/2012,010,N,4,40,26,31,3,34,IRT,457.7619,60
2012/2013,010,N,4,8,14,69,8,78,IRT,504.6061,92
2013/2014,010,N,4,23,23,49,5,54,IRT,460.0667,77
2014/2015,010,N,4,17,10,48,24,72,IRT,555.125,83
2007/2008,019,N,4,5,9,72,15,87,IRT,514.6923,95
2008/2009,019,N,4,10,10,67,14,81,IRT,513.2308,90
2009/2010,019,N,4,14,5,64,16,81,IRT,531.619,86
2010/2011,019,N,4,7,16,64,12,77,IRT,510.16,93
2011/2012,019,N,4,3,16,72,9,81,IRT,501.7742,97
2012/2013,019,N,4,8,14,63,14,77,IRT,496.7846,92
2013/2014,019,N,4,14,17,59,10,69,IRT,492.74,86
2014/2015,019,N,4,25,13,58,4,62,IRT,485.6491,75
2007/2008,020,N,4,6,26,64,4,68,IRT,464.2556,94
2008/2009,020,N,4,13,20,63,4,67,IRT,471.5708,87
2009/2010,020,N,4,17,23,56,3,59,IRT,464.7182,83
2010/2011,020,N,4,16,14,66,3,69,IRT,482.7542,84
2011/2012,020,N,4,20,18,57,6,63,IRT,481.9626,80
2012/2013,020,N,4,21,19,55,6,60,IRT,477.0237,79
2013/2014,020,N,4,26,17,54,2,57,IRT,470.5281,74
2014/2015,020,N,4,37,14,47,2,49,IRT,482.9298,63
2007/2008,022,N,4,6,27,62,5,67,IRT,457.7239,94
2008/2009,022,N,4,20,19,55,6,61,IRT,475.0717,80
2009/2010,022,N,4,10,29,57,4,61,IRT,454.1399,90
2010/2011,022,N,4,13,28,53,6,59,IRT,459.8259,87
2011/2012,022,N,4,11,22,61,6,66,IRT,470.5615,89
2012/2013,022,N,4,12,21,61,5,66,IRT,470.8964,88
2013/2014,022,N,4,10,23,62,4,67,IRT,467.0096,90
2014/2015,022,N,4,11,25,60,4,64,IRT,461.7421,89
2007/2008,023,N,4,4,15,71,10,81,IRT,496.6345,96
2008/2009,023,N,4,6,15,69,10,79,IRT,498.383,94
2009/2010,023,N,4,12,16,63,9,72,IRT,491.9503,88
2010/2011,023,N,4,10,16,65,10,74,IRT,494.1696,90
2011/2012,023,N,4,15,14,64,7,71,IRT,487.9183,85
2012/2013,023,N,4,14,18,60,8,68,IRT,482.4571,86
2013/2014,023,N,4,12,20,62,7,68,IRT,481.5304,88
2014/2015,023,N,4,22,16,57,5,62,IRT,481.8757,78
2007/2008,027,N,4,6,39,50,5,55,IRT,440.2191,94
2008/2009,027,N,4,13,33,51,3,54,IRT,442.7009,87
2009/2010,027,N,4,8,32,57,3,60,IRT,451.6628,92
2010/2011,027,N,4,9,25,60,6,66,IRT,470.7725,91
2011/2012,027,N,4,8,31,57,4,61,IRT,451.0796,92
2012/2013,027,N,4,6,27,62,6,67,IRT,468.6455,94
2013/2014,027,N,4,9,32,55,4,59,IRT,444.7147,91
2014/2015,027,N,4,7,32,58,3,61,IRT,448.8213,93
2007/2008,028,N,4,13,38,47,3,50,IRT,438.1925,87
2008/2009,028,N,4,23,29,45,4,48,IRT,440.1018,77
2009/2010,028,N,4,25,35,39,2,41,IRT,427.0878,75
2010/2011,028,N,4,28,45,26,1,27,IRT,395.491,72
2011/2012,028,N,4,23,35,41,1,42,IRT,417.637,77
2012/2013,028,N,4,35,31,33,2,34,IRT,419.5149,65
2013/2014,028,N,4,33,32,32,2,34,IRT,414.4803,67
2014/2015,028,N,4,26,44,30,0,31,IRT,388.0903,74
2007/2008,033,N,4,7,21,62,10,72,IRT,487.8094,93
2008/2009,033,N,4,23,16,54,7,61,IRT,483.6836,77
2009/2010,033,N,4,16,19,58,8,65,IRT,491.0565,84
2010/2011,033,N,4,11,16,59,14,73,IRT,504.8541,89
2011/2012,033,N,4,7,19,65,9,74,IRT,488.9846,93
2012/2013,033,N,4,7,21,64,8,72,IRT,483.2554,93
2013/2014,033,N,4,7,21,62,10,72,IRT,490.4294,93
2014/2015,033,N,4,14,16,59,10,70,IRT,498.4254,86
2007/2008,034,N,4,4,16,62,17,79,IRT,512.3331,96
2008/2009,034,N,4,7,17,63,13,77,IRT,501.5648,93
2009/2010,034,N,4,8,15,63,14,77,IRT,510.4948,92
2010/2011,034,N,4,5,15,66,15,81,IRT,509.8257,95
2011/2012,034,N,4,5,17,67,10,78,IRT,496.997,95
2012/2013,034,N,4,6,14,63,18,80,IRT,517.032,94
2013/2014,034,N,4,6,16,67,11,78,IRT,502.2255,94
2014/2015,034,N,4,7,16,69,8,77,IRT,495.6274,93
2007/2008,035,N,4,2,22,64,12,75,IRT,485.5173,98
2008/2009,035,N,4,10,16,63,11,74,IRT,499.3427,90
2009/2010,035,N,4,13,20,57,10,67,IRT,489.8385,87
2010/2011,035,N,4,9,16,64,11,75,IRT,502.1293,91
2011/2012,035,N,4,8,15,69,8,77,IRT,496.6976,92
2012/2013,035,N,4,9,16,65,11,75,IRT,495.1625,91
2013/2014,035,N,4,11,16,62,11,73,IRT,501.7241,89
2014/2015,035,N,4,13,18,60,10,69,IRT,490.3333,87
2007/2008,036,N,4,8,28,58,6,64,IRT,463.3938,92
2008/2009,036,N,4,12,28,55,5,60,IRT,458.4604,88
2009/2010,036,N,4,12,29,53,5,59,IRT,457.5492,88
2010/2011,036,N,4,10,28,56,6,62,IRT,462.1104,90
2011/2012,036,N,4,11,24,59,6,65,IRT,470.3484,89
2012/2013,036,N,4,11,23,59,6,66,IRT,471.9886,89
2013/2014,036,N,4,13,24,57,6,64,IRT,471.9844,87
2014/2015,036,N,4,16,25,55,5,60,IRT,465.0564,84
2007/2008,037,N,4,10,19,61,10,70,IRT,489.6173,90
2008/2009,037,N,4,19,16,57,8,65,IRT,487.6237,81
2009/2010,037,N,4,22,18,55,5,59,IRT,472.9608,78
2010/2011,037,N,4,24,18,51,7,58,IRT,481.7315,76
2011/2012,037,N,4,14,17,63,6,69,IRT,482.1653,86
2012/2013,037,N,4,14,17,61,8,69,IRT,488.3537,86
2013/2014,037,N,4,17,16,60,6,67,IRT,483.3867,83
2014/2015,037,N,4,25,15,54,6,60,IRT,485.546,75
2007/2008,038,N,4,12,12,59,18,77,IRT,522.2782,88
2008/2009,038,N,4,13,10,62,16,77,IRT,523.9123,87
2009/2010,038,N,4,17,11,58,13,72,IRT,518.2587,83
2010/2011,038,N,4,17,12,54,17,71,IRT,526.6956,83
2011/2012,038,N,4,17,10,59,14,73,IRT,524.0363,83
2012/2013,038,N,4,16,10,58,16,74,IRT,525.8996,84
2013/2014,038,N,4,17,10,57,17,73,IRT,528.6292,83
2014/2015,038,N,4,26,9,53,12,65,IRT,523.0922,74
2007/2008,039,N,4,20,19,51,10,61,IRT,486.4951,80
2008/2009,039,N,4,31,13,47,9,56,IRT,497.4552,69
2009/2010,039,N,4,37,14,43,6,49,IRT,484.1795,63
2010/2011,039,N,4,33,13,46,8,54,IRT,493.9645,67
2011/2012,039,N,4,35,11,45,9,54,IRT,505.5706,65
2012/2013,039,N,4,31,12,48,8,57,IRT,498.701,69
2013/2014,039,N,4,31,10,49,10,59,IRT,507.1593,69
2014/2015,039,N,4,35,10,48,8,56,IRT,504.4167,65
2007/2008,040,N,4,11,18,60,11,71,IRT,490.931,89
2008/2009,040,N,4,14,21,54,11,65,IRT,483.9688,86
2009/2010,040,N,4,16,17,54,12,66,IRT,498.9801,84
2010/2011,040,N,4,17,15,58,10,68,IRT,497.0711,83
2011/2012,040,N,4,13,21,56,10,66,IRT,487.3708,87
2012/2013,040,N,4,16,16,56,12,68,IRT,499.0998,84
2013/2014,040,N,4,17,23,50,10,60,IRT,476.0026,83
2014/2015,040,N,4,17,13,60,10,70,IRT,506.2155,83
2007/2008,041,N,4,18,16,52,14,66,IRT,505.7082,82
2008/2009,041,N,4,20,14,52,14,66,IRT,507.7216,80
2009/2010,041,N,4,18,16,57,9,66,IRT,496.6602,82
2010/2011,041,N,4,19,13,54,14,68,IRT,513.9978,81
2011/2012,041,N,4,16,13,57,13,71,IRT,514.5159,84
2012/2013,041,N,4,17,15,56,13,69,IRT,509.0247,83
2013/2014,041,N,4,19,10,57,14,70,IRT,519.166,81
2014/2015,041,N,4,21,12,57,10,67,IRT,506.9743,79
2007/2008,042,N,4,5,28,59,7,66,IRT,463.9578,95
2008/2009,042,N,4,38,17,42,3,45,IRT,465.3366,62
2009/2010,042,N,4,15,27,53,5,58,IRT,457.823,85
2010/2011,042,N,4,24,24,49,3,52,IRT,448.4904,76
2011/2012,042,N,4,21,18,56,5,61,IRT,477.5479,79
2012/2013,042,N,4,37,15,43,5,48,IRT,473.9701,63
2013/2014,042,N,4,33,19,45,2,47,IRT,458.9941,67
2014/2015,042,N,4,58,12,29,1,30,IRT,459.8329,42
2007/2008,043,N,4,9,18,61,12,73,IRT,496.8892,91
2008/2009,043,N,4,26,13,50,10,61,IRT,501.6842,74
2009/2010,043,N,4,21,17,53,9,62,IRT,489.6162,79
2010/2011,043,N,4,16,16,58,10,68,IRT,493.6808,84
2011/2012,043,N,4,18,15,57,10,67,IRT,497.0898,82
2012/2013,043,N,4,14,18,57,10,67,IRT,491.4016,86
2013/2014,043,N,4,15,16,60,9,68,IRT,491.2439,85
2014/2015,043,N,4,19,17,57,7,64,IRT,484.9238,81
2007/2008,044,N,4,15,18,55,12,67,IRT,495.413,85
2008/2009,044,N,4,15,15,61,10,71,IRT,495.3297,85
2009/2010,044,N,4,17,18,58,8,65,IRT,488.088,83
2010/2011,044,N,4,13,16,62,9,71,IRT,489.3445,87
2011/2012,044,N,4,11,16,65,8,73,IRT,491.9949,89
2012/2013,044,N,4,7,15,69,9,78,IRT,497.3288,93
2013/2014,044,N,4,10,14,64,13,77,IRT,509.3535,90
2014/2015,044,N,4,8,17,67,8,76,IRT,491.8723,92
2007/2008,045,N,4,5,8,65,21,86,IRT,539.948,95
2008/2009,045,N,4,7,4,66,23,89,IRT,551.9067,93
2009/2010,045,N,4,8,5,66,21,87,IRT,548.2808,92
2010/2011,045,N,4,7,3,62,27,90,IRT,560.4479,93
2011/2012,045,N,4,9,5,65,22,87,IRT,556.1675,91
2012/2013,045,N,4,8,5,65,23,88,IRT,550.9204,92
2013/2014,045,N,4,12,4,55,29,84,IRT,569.7066,88
2014/2015,045,N,4,13,2,57,28,85,IRT,578.1229,87
2007/2008,046,N,4,6,20,69,5,74,IRT,477.0833,94
2008/2009,046,N,4,9,18,62,11,73,IRT,497.0157,91
2009/2010,046,N,4,20,26,48,6,54,IRT,461.55,80
2010/2011,046,N,4,11,10,66,13,79,IRT,523.1421,89
2011/2012,046,N,4,9,14,67,11,78,IRT,503.9846,91
2012/2013,046,N,4,14,16,62,7,69,IRT,495.9578,86
2013/2014,046,N,4,20,14,57,9,66,IRT,496.1333,80
2014/2015,046,N,4,12,11,62,15,77,IRT,510.3385,88
2007/2008,047,N,4,12,27,57,5,61,IRT,450.3577,88
2008/2009,047,N,4,13,25,54,8,62,IRT,473.9,87
2009/2010,047,N,4,15,20,53,11,65,IRT,495.3307,85
2010/2011,047,N,4,12,26,53,9,62,IRT,481.1215,88
2011/2012,047,N,4,9,28,58,5,63,IRT,466.1259,91
2012/2013,047,N,4,21,17,58,3,62,IRT,478.3333,79
2013/2014,047,N,4,16,38,45,1,46,IRT,433,84
2014/2015,047,N,4,24,25,48,3,51,IRT,452.5806,76
2007/2008,048,N,4,6,27,59,8,68,IRT,473.3,94
2008/2009,048,N,4,8,23,60,9,69,IRT,483.767,92
2009/2010,048,N,4,10,23,58,8,66,IRT,479.0616,90
2010/2011,048,N,4,5,15,70,10,80,IRT,492.7914,95
2011/2012,048,N,4,7,15,65,13,79,IRT,504.4271,93
2012/2013,048,N,4,5,22,66,7,73,IRT,477.8759,95
2013/2014,048,N,4,5,18,71,5,77,IRT,479.5429,95
2014/2015,048,N,4,5,23,67,5,72,IRT,476.4744,95
2007/2008,050,N,4,15,23,50,12,62,IRT,465.3636,85
2008/2009,050,N,4,11,47,39,3,42,IRT,401.0588,89
2009/2010,050,N,4,6,28,57,9,66,IRT,482.6364,94
2010/2011,050,N,4,11,19,50,19,69,IRT,488.2813,89
2011/2012,050,N,4,0,35,60,5,65,IRT,460.7907,100
2012/2013,050,N,4,12,27,56,6,62,IRT,469.1087,88
2013/2014,050,N,4,0,42,58,0,58,IRT,421.7632,100
2014/2015,050,N,4,12,41,46,0,46,IRT,423.3889,88
2007/2008,051,N,4,3,32,54,10,65,IRT,468.5294,97
2008/2009,051,N,4,8,17,71,3,74,IRT,483.4,92
2009/2010,051,N,4,28,11,60,1,61,IRT,476.3553,72
2010/2011,051,N,4,20,8,64,8,72,IRT,507.1,80
2011/2012,051,N,4,12,20,59,9,68,IRT,496.8261,88
2012/2013,051,N,4,18,15,57,10,67,IRT,493.1905,82
2013/2014,051,N,4,30,15,48,7,55,IRT,489.4138,70
2014/2015,051,N,4,24,21,53,1,54,IRT,457.7183,76
2007/2008,052,N,4,9,44,45,2,47,IRT,422.3851,91
2008/2009,052,N,4,4,45,48,3,51,IRT,429.2292,96
2009/2010,052,N,4,8,51,40,1,41,IRT,409.7376,92
2010/2011,052,N,4,3,51,44,3,46,IRT,413.9592,97
2011/2012,052,N,4,6,37,54,3,57,IRT,436.0577,94
2012/2013,052,N,4,5,48,45,2,47,IRT,420.2649,95
2013/2014,052,N,4,6,47,46,1,47,IRT,417.9016,94
2014/2015,052,N,4,6,46,46,2,49,IRT,415.5424,94
2007/2008,053,N,4,5,23,66,6,72,IRT,466.6552,95
2008/2009,053,N,4,11,15,64,10,74,IRT,496.8797,89
2009/2010,053,N,4,3,18,73,7,80,IRT,484.6667,97
2010/2011,053,N,4,6,7,73,14,87,IRT,527.3108,94
2011/2012,053,N,4,8,12,69,11,80,IRT,500.8868,92
2012/2013,053,N,4,11,10,61,17,79,IRT,538.9161,89
2013/2014,053,N,4,3,16,72,8,81,IRT,503.7076,97
2014/2015,053,N,4,13,15,63,9,73,IRT,501.9313,87
2007/2008,054,N,4,10,19,62,10,72,IRT,487.2538,90
2008/2009,054,N,4,12,26,55,7,62,IRT,472.8333,88
2009/2010,054,N,4,7,20,66,7,73,IRT,475.7519,93
2010/2011,054,N,4,12,18,64,6,70,IRT,496.3111,88
2011/2012,054,N,4,6,17,63,14,77,IRT,504.9618,94
2012/2013,054,N,4,9,15,63,13,76,IRT,510.4122,91
2013/2014,054,N,4,9,17,67,7,74,IRT,482.7381,91
2014/2015,054,N,4,8,20,66,6,72,IRT,483.2696,92
2007/2008,057,N,4,7,32,57,4,61,IRT,450.2105,93
2008/2009,057,N,4,8,33,54,5,59,IRT,454.3012,92
2009/2010,057,N,4,10,33,53,5,57,IRT,453.1582,90
2010/2011,057,N,4,12,33,51,3,54,IRT,441.1138,88
2011/2012,057,N,4,8,31,57,4,61,IRT,455.3662,92
2012/2013,057,N,4,6,34,56,4,60,IRT,449.4831,94
2013/2014,057,N,4,8,36,54,3,56,IRT,440.3268,92
2014/2015,057,N,4,7,42,48,3,51,IRT,419.5884,93
2007/2008,058,N,4,5,41,49,5,53,IRT,435.8734,95
2008/2009,058,N,4,7,33,54,6,60,IRT,455.9933,93
2009/2010,058,N,4,10,32,53,4,58,IRT,437.6744,90
2010/2011,058,N,4,12,23,55,11,66,IRT,479.4752,88
2011/2012,058,N,4,13,27,57,4,61,IRT,463.5038,88
2012/2013,058,N,4,2,32,61,4,65,IRT,455.1774,98
2013/2014,058,N,4,10,35,50,5,56,IRT,454.0574,90
2014/2015,058,N,4,10,30,51,8,59,IRT,464.0072,90
2007/2008,059,N,4,7,35,55,3,58,IRT,437.9498,93
2008/2009,059,N,4,9,29,60,2,62,IRT,445.8986,91
2009/2010,059,N,4,4,42,50,4,54,IRT,434.2646,96
2010/2011,059,N,4,4,34,57,5,62,IRT,449.7634,96
2011/2012,059,N,4,7,26,62,5,67,IRT,462.678,93
2012/2013,059,N,4,4,35,56,6,61,IRT,450.2542,96
2013/2014,059,N,4,3,28,64,5,69,IRT,460.2296,97
2014/2015,059,N,4,6,32,58,3,61,IRT,449.8449,94
2007/2008,060,N,4,9,18,61,12,73,IRT,495.1715,91
2008/2009,060,N,4,11,18,64,7,71,IRT,486.3789,89
2009/2010,060,N,4,16,18,60,7,66,IRT,484.5492,84
2010/2011,060,N,4,10,17,63,10,73,IRT,499.1544,90
2011/2012,060,N,4,9,22,63,5,68,IRT,471.7793,91
2012/2013,060,N,4,9,19,61,10,71,IRT,490.2304,91
2013/2014,060,N,4,9,22,61,8,69,IRT,485,91
2014/2015,060,N,4,6,20,66,8,74,IRT,482.3824,94
2007/2008,061,N,4,6,20,63,11,74,IRT,492.0095,94
2008/2009,061,N,4,17,14,60,9,69,IRT,497.4582,83
2009/2010,061,N,4,20,19,53,8,61,IRT,485.6863,80
2010/2011,061,N,4,18,17,57,9,65,IRT,492.7851,82
2011/2012,061,N,4,17,16,60,8,67,IRT,489.2132,83
2012/2013,061,N,4,22,17,54,7,62,IRT,488.6333,78
2013/2014,061,N,4,23,15,56,7,63,IRT,494.1408,77
2014/2015,061,N,4,28,16,50,6,56,IRT,478.9545,72
2007/2008,062,N,4,8,20,64,7,71,IRT,481.6752,92
2008/2009,062,N,4,12,27,57,4,61,IRT,454.8467,88
2009/2010,062,N,4,27,21,47,6,53,IRT,469.8813,73
2010/2011,062,N,4,31,18,49,3,51,IRT,464.7535,69
2011/2012,062,N,4,47,13,36,4,40,IRT,471.9385,53
2012/2013,062,N,4,38,17,42,3,45,IRT,471.1476,62
2013/2014,062,N,4,35,20,42,3,45,IRT,459.8618,65
2014/2015,062,N,4,49,13,36,2,38,IRT,470.008,51
2007/2008,063,N,4,3,13,66,18,84,IRT,522.1911,97
2008/2009,063,N,4,7,15,67,10,78,IRT,505.4487,93
2009/2010,063,N,4,16,15,58,12,70,IRT,499.2256,84
2010/2011,063,N,4,22,10,58,10,69,IRT,516.9751,78
2011/2012,063,N,4,10,12,69,9,78,IRT,501.8425,90
2012/2013,063,N,4,8,18,66,8,74,IRT,491.0048,92
2013/2014,063,N,4,9,19,64,8,72,IRT,490.0791,91
2014/2015,063,N,4,16,15,62,7,69,IRT,494.0613,84
2007/2008,064,N,4,17,21,54,8,62,IRT,470.0612,83
2008/2009,064,N,4,9,27,58,7,64,IRT,459.9634,91
2009/2010,064,N,4,17,8,65,10,75,IRT,514.7955,83
2010/2011,064,N,4,19,14,58,9,67,IRT,494.7195,81
2011/2012,064,N,4,32,10,53,6,58,IRT,505.1341,68
2012/2013,064,N,4,30,9,52,9,61,IRT,501.1974,70
2013/2014,064,N,4,30,11,56,3,59,IRT,478.1324,70
2014/2015,064,N,4,57,7,34,2,36,IRT,471.9535,43
2007/2008,067,N,4,13,15,57,15,72,IRT,506.3482,87
2008/2009,067,N,4,8,16,65,11,76,IRT,500.3728,92
2009/2010,067,N,4,14,19,57,10,67,IRT,486.2252,86
2010/2011,067,N,4,9,15,61,15,76,IRT,510.4097,91
2011/2012,067,N,4,5,15,67,13,81,IRT,508.8913,95
2012/2013,067,N,4,7,17,65,11,76,IRT,496.3047,93
2013/2014,067,N,4,7,21,63,9,72,IRT,480.7377,93
2014/2015,067,N,4,7,24,63,6,68,IRT,471.7542,93
2007/2008,068,N,4,10,29,56,5,61,IRT,454.4004,90
2008/2009,068,N,4,25,21,50,4,54,IRT,464.3997,75
2009/2010,068,N,4,18,24,53,4,57,IRT,465.6463,82
2010/2011,068,N,4,15,24,55,7,62,IRT,471.7655,85
2011/2012,068,N,4,13,24,58,5,63,IRT,463.6967,87
2012/2013,068,N,4,7,33,57,3,60,IRT,443.8349,93
2013/2014,068,N,4,11,27,57,5,62,IRT,464.2022,89
2014/2015,068,N,4,25,33,40,3,43,IRT,436.102,75
2007/2008,069,N,4,13,23,59,5,63,IRT,467.5578,87
2008/2009,069,N,4,14,19,58,8,67,IRT,483.4635,86
2009/2010,069,N,4,18,19,55,8,63,IRT,485.0083,82
2010/2011,069,N,4,12,22,59,7,66,IRT,479.1569,88
2011/2012,069,N,4,15,15,61,9,70,IRT,495.4673,85
2012/2013,069,N,4,8,28,61,4,65,IRT,453.6263,92
2013/2014,069,N,4,6,28,62,4,66,IRT,460.3605,94
2014/2015,069,N,4,10,32,56,2,58,IRT,448.5855,90
2007/2008,070,N,4,7,27,63,3,66,IRT,459.0042,93
2008/2009,070,N,4,4,29,62,5,66,IRT,457.3259,96
2009/2010,070,N,4,10,31,54,5,59,IRT,451.5172,90
2010/2011,070,N,4,8,33,53,6,59,IRT,445.8902,92
2011/2012,070,N,4,7,29,60,4,64,IRT,456.0528,93
2012/2013,070,N,4,5,33,55,6,61,IRT,452.4115,95
2013/2014,070,N,4,5,31,55,9,64,IRT,472.8966,95
2014/2015,070,N,4,6,36,54,4,58,IRT,444.0788,94
2007/2008,071,N,4,9,20,64,8,71,IRT,481.2152,91
2008/2009,071,N,4,20,20,56,4,60,IRT,471.5272,80
2009/2010,071,N,4,19,22,55,4,59,IRT,467.5597,81
2010/2011,071,N,4,17,21,57,5,62,IRT,472.3312,83
2011/2012,071,N,4,19,15,59,6,65,IRT,487.8894,81
2012/2013,071,N,4,8,26,61,5,66,IRT,462.1963,92
2013/2014,071,N,4,12,22,62,4,65,IRT,464.0263,88
2014/2015,071,N,4,13,25,58,4,62,IRT,459.6955,87
2007/2008,072,N,4,14,31,48,8,55,IRT,453.2005,86
2008/2009,072,N,4,14,24,53,8,61,IRT,473.4229,86
2009/2010,072,N,4,30,22,40,8,48,IRT,470.0781,70
2010/2011,072,N,4,26,18,48,8,56,IRT,482.0794,74
2011/2012,072,N,4,28,20,49,3,52,IRT,459.2444,72
2012/2013,072,N,4,29,23,44,3,47,IRT,450.3933,71
2013/2014,072,N,4,17,34,47,2,49,IRT,433.4255,83
2014/2015,072,N,4,32,25,42,0,42,IRT,435.8253,68
2007/2008,073,N,4,4,22,67,8,74,IRT,479.1429,96
2008/2009,073,N,4,6,22,67,6,72,IRT,473.2285,94
2009/2010,073,N,4,5,21,64,9,74,IRT,488.8356,95
2010/2011,073,N,4,5,23,65,7,72,IRT,474.0179,95
2011/2012,073,N,4,7,21,67,6,73,IRT,477.2764,93
2012/2013,073,N,4,5,23,66,6,72,IRT,474.2951,95
2013/2014,073,N,4,4,21,68,7,75,IRT,484.2161,96
2014/2015,073,N,4,5,25,66,4,70,IRT,467.6333,95
2007/2008,074,N,4,8,36,52,4,56,IRT,434.9314,92
2008/2009,074,N,4,8,41,48,4,51,IRT,433.7474,92
